timestamp,actual_number,predicted_number,profit_change,is_win,bets,engine_used,top1_hit,top1_graded_live,mode
2026-06-28T01:42:09.791945,1,,0,False,"[{""number"": 1, ""token_bet"": 0, ""confidence"": 0.35557202797202797, ""ev_per_token"": -0.28846153846153844, ""is_positive_ev"": false, ""support"": 50}, {""number"": 2, ""token_bet"": 0, ""confidence"": 0.30296083916083916, ""ev_per_token"": -0.10576923076923084, ""is_positive_ev"": false, ""support"": 50}, {""number"": 5, ""token_bet"": 0, ""confidence"": 0.14540069930069927, ""ev_per_token"": -0.1346153846153847, ""is_positive_ev"": false, ""support"": 50}]",AI-Optimal,True,True,
2026-06-28T01:42:51.924668,2,,0,False,"[{""number"": 1, ""token_bet"": 0, ""confidence"": 0.3565993006993007, ""ev_per_token"": -0.28846153846153844, ""is_positive_ev"": false, ""support"": 50}, {""number"": 2, ""token_bet"": 0, ""confidence"": 0.30239720279720284, ""ev_per_token"": -0.10576923076923084, ""is_positive_ev"": false, ""support"": 50}, {""number"": 5, ""token_bet"": 0, ""confidence"": 0.14515524475524472, ""ev_per_token"": -0.1346153846153847, ""is_positive_ev"": false, ""support"": 50}]",AI-Optimal,False,True,
2026-06-28T01:43:41.669216,1,,0,False,"[{""number"": 1, ""token_bet"": 0, ""confidence"": 0.3472853146853147, ""ev_per_token"": -0.3076923076923077, ""is_positive_ev"": false, ""support"": 50}, {""number"": 2, ""token_bet"": 0, ""confidence"": 0.3121657342657343, ""ev_per_token"": -0.07692307692307687, ""is_positive_ev"": false, ""support"": 50}, {""number"": 5, ""token_bet"": 0, ""confidence"": 0.1449097902097902, ""ev_per_token"": -0.1346153846153847, ""is_positive_ev"": false, ""support"": 50}]",AI-Optimal,True,True,
2026-06-28T01:45:09.109158,5,,0,False,"[{""number"": 1, ""token_bet"": 0, ""confidence"": 0.3482762237762238, ""ev_per_token"": -0.3076923076923077, ""is_positive_ev"": false, ""support"": 50}, {""number"": 2, ""token_bet"": 0, ""confidence"": 0.3116111888111888, ""ev_per_token"": -0.07692307692307687, ""is_positive_ev"": false, ""support"": 50}, {""number"": 5, ""token_bet"": 0, ""confidence"": 0.14468251748251745, ""ev_per_token"": -0.1346153846153847, ""is_positive_ev"": false, ""support"": 50}]",AI-Optimal,False,True,
2026-06-28T01:45:45.414546,1,,0,False,"[{""number"": 1, ""token_bet"": 0, ""confidence"": 0.3477125874125874, ""ev_per_token"": -0.3076923076923077, ""is_positive_ev"": false, ""support"": 50}, {""number"": 2, ""token_bet"": 0, ""confidence"": 0.3110839160839161, ""ev_per_token"": -0.07692307692307687, ""is_positive_ev"": false, ""support"": 50}, {""number"": 5, ""token_bet"": 0, ""confidence"": 0.15470559440559442, ""ev_per_token"": -0.07692307692307687, ""is_positive_ev"": false, ""support"": 50}]",AI-Optimal,True,True,
2026-06-28T01:46:19.905551,15,,0,False,"[{""number"": 1, ""token_bet"": 0, ""confidence"": 0.36298614718614713, ""ev_per_token"": -0.2761904761904762, ""is_positive_ev"": false, ""support"": 51}, {""number"": 2, ""token_bet"": 0, ""confidence"": 0.3079017316017316, ""ev_per_token"": -0.08571428571428563, ""is_positive_ev"": false, ""support"": 51}, {""number"": 5, ""token_bet"": 0, ""confidence"": 0.14447922077922076, ""ev_per_token"": -0.1428571428571429, ""is_positive_ev"": false, ""support"": 51}]",Markov,False,True,
2026-06-28T01:47:12.060944,1,,0,False,"[{""number"": 2, ""token_bet"": 0, ""confidence"": 0.3434858585858586, ""ev_per_token"": 0.030457575757575794, ""is_positive_ev"": false, ""support"": 2}, {""number"": 1, ""token_bet"": 0, ""confidence"": 0.23544747474747477, ""ev_per_token"": -0.5291050505050505, ""is_positive_ev"": false, ""support"": 2}, {""number"": 8, ""token_bet"": 0, ""confidence"": 0.2270585858585859, ""ev_per_token"": 1.0435272727272733, ""is_positive_ev"": false, ""support"": 2}]",Markov,False,True,
2026-06-28T01:47:59.628060,1,,0,False,"[{""number"": 2, ""token_bet"": 0, ""confidence"": 0.36937890011223345, ""ev_per_token"": 0.10813670033670042, ""is_positive_ev"": false, ""support"": 15}, {""number"": 1, ""token_bet"": 0, ""confidence"": 0.29248237934904603, ""ev_per_token"": -0.41503524130190794, ""is_positive_ev"": false, ""support"": 15}, {""number"": 5, ""token_bet"": 0, ""confidence"": 0.13479640852974187, ""ev_per_token"": -0.19122154882154874, ""is_positive_ev"": false, ""support"": 15}]",Markov,False,True,
2026-06-28T01:48:51.906683,5,,0,False,"[{""number"": 1, ""token_bet"": 0, ""confidence"": 0.3642316017316017, ""ev_per_token"": -0.2761904761904762, ""is_positive_ev"": false, ""support"": 51}, {""number"": 2, ""token_bet"": 0, ""confidence"": 0.2977982683982684, ""ev_per_token"": -0.11428571428571432, ""is_positive_ev"": false, ""support"": 51}, {""number"": 5, ""token_bet"": 0, ""confidence"": 0.1437883116883117, ""ev_per_token"": -0.1428571428571429, ""is_positive_ev"": false, ""support"": 51}]",AI-Optimal,False,True,
2026-06-28T01:49:42.047316,1,,0,False,"[{""number"": 1, ""token_bet"": 0, ""confidence"": 0.37299365079365077, ""ev_per_token"": -0.2952380952380952, ""is_positive_ev"": false, ""support"": 51}, {""number"": 2, ""token_bet"": 0, ""confidence"": 0.3095460317460318, ""ev_per_token"": -0.11428571428571432, ""is_positive_ev"": false, ""support"": 51}, {""number"": 5, ""token_bet"": 0, ""confidence"": 0.16186031746031745, ""ev_per_token"": -0.08571428571428563, ""is_positive_ev"": false, ""support"": 51}]",AI-Optimal,True,True,
2026-06-28T01:50:36.356079,1,,0,False,"[{""number"": 1, ""token_bet"": 0, ""confidence"": 0.37552698412698415, ""ev_per_token"": -0.2952380952380952, ""is_positive_ev"": false, ""support"": 51}, {""number"": 2, ""token_bet"": 0, ""confidence"": 0.3082126984126984, ""ev_per_token"": -0.11428571428571432, ""is_positive_ev"": false, ""support"": 51}, {""number"": 5, ""token_bet"": 0, ""confidence"": 0.1611936507936508, ""ev_per_token"": -0.08571428571428563, ""is_positive_ev"": false, ""support"": 51}]",AI-Optimal,True,True,
2026-06-28T01:51:24.537054,10,,0,False,"[{""number"": 1, ""token_bet"": 0, ""confidence"": 0.3780603174603175, ""ev_per_token"": -0.2952380952380952, ""is_positive_ev"": false, ""support"": 51}, {""number"": 2, ""token_bet"": 0, ""confidence"": 0.30694603174603174, ""ev_per_token"": -0.11428571428571432, ""is_positive_ev"": false, ""support"": 51}, {""number"": 5, ""token_bet"": 0, ""confidence"": 0.16052698412698413, ""ev_per_token"": -0.08571428571428563, ""is_positive_ev"": false, ""support"": 51}]",AI-Optimal,False,True,
2026-06-28T01:52:18.936830,5,5.0,4,True,"[{""number"": 5, ""token_bet"": 1, ""confidence"": 0.14147407407407406, ""ev_per_token"": -0.1511555555555557, ""is_positive_ev"": false, ""support"": 1}, {""number"": 8, ""token_bet"": 1, ""confidence"": 0.051251851851851854, ""ev_per_token"": -0.5387333333333333, ""is_positive_ev"": false, ""support"": 1}]",Markov,True,True,harvest
2026-06-28T01:53:12.499282,1,,-1,False,"[{""number"": 5, ""token_bet"": 1, ""confidence"": 0.16326031746031747, ""ev_per_token"": -0.020438095238095144, ""is_positive_ev"": false, ""support"": 51}]",AI-Optimal,False,True,harvest
2026-06-28T01:54:00.213179,1,,-2,False,"[{""number"": 5, ""token_bet"": 1, ""confidence"": 0.17225419103313844, ""ev_per_token"": 0.033525146198830624, ""is_positive_ev"": true, ""support"": 16}, {""number"": 15, ""token_bet"": 1, ""confidence"": 0.05029317738791424, ""ev_per_token"": -0.1953091617933722, ""is_positive_ev"": false, ""support"": 16}]",Markov,False,True,harvest
2026-06-28T01:54:49.732095,8,,-2,False,"[{""number"": 5, ""token_bet"": 1, ""confidence"": 0.17158752436647173, ""ev_per_token"": 0.0295251461988304, ""is_positive_ev"": true, ""support"": 16}, {""number"": 15, ""token_bet"": 1, ""confidence"": 0.05009317738791423, ""ev_per_token"": -0.1985091617933723, ""is_positive_ev"": false, ""support"": 16}]",Markov,False,True,harvest
2026-06-28T01:55:40.661136,1,,0,False,"[{""number"": 1, ""token_bet"": 0, ""confidence"": 0.3880349206349206, ""ev_per_token"": -0.2761904761904762, ""is_positive_ev"": false, ""support"": 51}, {""number"": 2, ""token_bet"": 0, ""confidence"": 0.28466349206349206, ""ev_per_token"": -0.17142857142857137, ""is_positive_ev"": false, ""support"": 51}, {""number"": 5, ""token_bet"": 0, ""confidence"": 0.16226031746031747, ""ev_per_token"": -0.08571428571428563, ""is_positive_ev"": false, ""support"": 51}]",AI-Optimal,True,True,
2026-06-28T01:56:28.972114,2,,-1,False,"[{""number"": 5, ""token_bet"": 1, ""confidence"": 0.15841904761904763, ""ev_per_token"": -0.049485714285714244, ""is_positive_ev"": false, ""support"": 51}]",AI-Optimal,False,True,harvest
2026-06-28T01:57:23.497298,5,5.0,4,True,"[{""number"": 15, ""token_bet"": 1, ""confidence"": 0.06710370370370371, ""ev_per_token"": 0.07365925925925931, ""is_positive_ev"": true, ""support"": 16}, {""number"": 5, ""token_bet"": 1, ""confidence"": 0.16958752436647173, ""ev_per_token"": 0.017525146198830388, ""is_positive_ev"": true, ""support"": 16}]",Markov,False,True,harvest
2026-06-28T01:58:09.005808,2,,-2,False,"[{""number"": 5, ""token_bet"": 1, ""confidence"": 0.12636296296296298, ""ev_per_token"": -0.24182222222222216, ""is_positive_ev"": false, ""support"": 7}, {""number"": 8, ""token_bet"": 1, ""confidence"": 0.07454074074074075, ""ev_per_token"": -0.32913333333333317, ""is_positive_ev"": false, ""support"": 7}]",Markov,False,True,harvest
2026-06-28T01:58:09.375135,2,,-2,False,"[{""number"": 5, ""token_bet"": 1, ""confidence"": 0.12636296296296298, ""ev_per_token"": -0.24182222222222216, ""is_positive_ev"": false, ""support"": 7}, {""number"": 8, ""token_bet"": 1, ""confidence"": 0.07454074074074075, ""ev_per_token"": -0.32913333333333317, ""is_positive_ev"": false, ""support"": 7}]",Markov,False,True,harvest
2026-06-28T01:59:02.780464,8,,-2,False,"[{""number"": 15, ""token_bet"": 1, ""confidence"": 0.06657037037037038, ""ev_per_token"": 0.06512592592592603, ""is_positive_ev"": true, ""support"": 16}, {""number"": 5, ""token_bet"": 1, ""confidence"": 0.17152085769980507, ""ev_per_token"": 0.029125146198830443, ""is_positive_ev"": true, ""support"": 16}]",Markov,False,True,harvest
2026-06-28T01:59:49.276887,1,,0,False,"[{""number"": 1, ""token_bet"": 0, ""confidence"": 0.37641472637509127, ""ev_per_token"": -0.24717054724981746, ""is_positive_ev"": false, ""support"": 50}, {""number"": 2, ""token_bet"": 0, ""confidence"": 0.29195138219756395, ""ev_per_token"": -0.1241458534073081, ""is_positive_ev"": false, ""support"": 50}, {""number"": 5, ""token_bet"": 0, ""confidence"": 0.18420951022432674, ""ev_per_token"": 0.10525706134596047, ""is_positive_ev"": false, ""support"": 50}]",Ensemble,True,True,
2026-06-28T02:00:43.112751,1,,0,False,"[{""number"": 1, ""token_bet"": 0, ""confidence"": 0.377271290828379, ""ev_per_token"": -0.24545741834324197, ""is_positive_ev"": false, ""support"": 50}, {""number"": 2, ""token_bet"": 0, ""confidence"": 0.25682555003749075, ""ev_per_token"": -0.22952334988752776, ""is_positive_ev"": false, ""support"": 50}, {""number"": 5, ""token_bet"": 0, ""confidence"": 0.23093793524669062, ""ev_per_token"": 0.3856276114801438, ""is_positive_ev"": false, ""support"": 50}]",Ensemble,True,True,harvest
2026-06-28T02:01:35.002478,5,,0,False,"[{""number"": 1, ""token_bet"": 0, ""confidence"": 0.3792626366339026, ""ev_per_token"": -0.24147472673219483, ""is_positive_ev"": false, ""support"": 50}, {""number"": 2, ""token_bet"": 0, ""confidence"": 0.2617714820042978, ""ev_per_token"": -0.21468555398710665, ""is_positive_ev"": false, ""support"": 50}, {""number"": 5, ""token_bet"": 0, ""confidence"": 0.22531915562471894, ""ev_per_token"": 0.3519149337483136, ""is_positive_ev"": false, ""support"": 50}]",AI-Optimal,False,True,
2026-06-28T02:02:28.075781,8,,0,False,"[{""number"": 1, ""token_bet"": 0, ""confidence"": 0.3921174603174603, ""ev_per_token"": -0.23809523809523814, ""is_positive_ev"": false, ""support"": 51}, {""number"": 2, ""token_bet"": 0, ""confidence"": 0.2829555555555555, ""ev_per_token"": -0.19999999999999996, ""is_positive_ev"": false, ""support"": 51}, {""number"": 5, ""token_bet"": 0, ""confidence"": 0.16095238095238096, ""ev_per_token"": -0.1428571428571429, ""is_positive_ev"": false, ""support"": 51}]",AI-Optimal,False,True,
2026-06-28T02:03:30.231914,2,,0,False,"[{""number"": 1, ""token_bet"": 0, ""confidence"": 0.3905841269841269, ""ev_per_token"": -0.23809523809523814, ""is_positive_ev"": false, ""support"": 51}, {""number"": 2, ""token_bet"": 0, ""confidence"": 0.28188888888888886, ""ev_per_token"": -0.19999999999999996, ""is_positive_ev"": false, ""support"": 51}, {""number"": 5, ""token_bet"": 0, ""confidence"": 0.16028571428571428, ""ev_per_token"": -0.1428571428571429, ""is_positive_ev"": false, ""support"": 51}]",AI-Optimal,False,True,
2026-06-28T02:04:28.572865,20,,0,False,"[{""number"": 1, ""token_bet"": 0, ""confidence"": 0.38128398268398267, ""ev_per_token"": -0.23809523809523814, ""is_positive_ev"": false, ""support"": 51}, {""number"": 2, ""token_bet"": 0, ""confidence"": 0.2692333333333333, ""ev_per_token"": -0.19999999999999996, ""is_positive_ev"": false, ""support"": 51}, {""number"": 5, ""token_bet"": 0, ""confidence"": 0.1450246753246753, ""ev_per_token"": -0.1428571428571429, ""is_positive_ev"": false, ""support"": 51}]",AI-Optimal,False,True,
2026-06-28T02:05:09.142815,1,,0,False,"[{""number"": 1, ""token_bet"": 0, ""confidence"": 0.38128398268398267, ""ev_per_token"": -0.23809523809523814, ""is_positive_ev"": false, ""support"": 51}, {""number"": 2, ""token_bet"": 0, ""confidence"": 0.2692333333333333, ""ev_per_token"": -0.19999999999999996, ""is_positive_ev"": false, ""support"": 51}, {""number"": 5, ""token_bet"": 0, ""confidence"": 0.1450246753246753, ""ev_per_token"": -0.1428571428571429, ""is_positive_ev"": false, ""support"": 51}]",AI-Optimal,True,True,
2026-06-28T02:06:04.026555,2,,0,False,"[{""number"": 1, ""token_bet"": 0, ""confidence"": 0.39018744588744586, ""ev_per_token"": -0.21904761904761905, ""is_positive_ev"": false, ""support"": 51}, {""number"": 2, ""token_bet"": 0, ""confidence"": 0.2512809523809524, ""ev_per_token"": -0.2571428571428571, ""is_positive_ev"": false, ""support"": 51}, {""number"": 5, ""token_bet"": 0, ""confidence"": 0.14466103896103893, ""ev_per_token"": -0.1428571428571429, ""is_positive_ev"": false, ""support"": 51}]",AI-Optimal,False,True,
2026-06-28T02:06:52.632379,2,,0,False,"[{""number"": 1, ""token_bet"": 0, ""confidence"": 0.38977835497835495, ""ev_per_token"": -0.21904761904761905, ""is_positive_ev"": false, ""support"": 51}, {""number"": 2, ""token_bet"": 0, ""confidence"": 0.25203549783549783, ""ev_per_token"": -0.2571428571428571, ""is_positive_ev"": false, ""support"": 51}, {""number"": 5, ""token_bet"": 0, ""confidence"": 0.1444974025974026, ""ev_per_token"": -0.1428571428571429, ""is_positive_ev"": false, ""support"": 51}]",AI-Optimal,False,True,
2026-06-28T02:07:42.981289,2,,0,False,"[{""number"": 1, ""token_bet"": 0, ""confidence"": 0.38937835497835493, ""ev_per_token"": -0.21904761904761905, ""is_positive_ev"": false, ""support"": 51}, {""number"": 2, ""token_bet"": 0, ""confidence"": 0.2614298701298701, ""ev_per_token"": -0.22857142857142865, ""is_positive_ev"": false, ""support"": 51}, {""number"": 5, ""token_bet"": 0, ""confidence"": 0.1443246753246753, ""ev_per_token"": -0.1428571428571429, ""is_positive_ev"": false, ""support"": 51}]",AI-Optimal,False,True,
2026-06-28T02:08:34.813821,1,,0,False,"[{""number"": 1, ""token_bet"": 0, ""confidence"": 0.3889874458874458, ""ev_per_token"": -0.21904761904761905, ""is_positive_ev"": false, ""support"": 51}, {""number"": 2, ""token_bet"": 0, ""confidence"": 0.2708060606060606, ""ev_per_token"": -0.19999999999999996, ""is_positive_ev"": false, ""support"": 51}, {""number"": 5, ""token_bet"": 0, ""confidence"": 0.14416103896103896, ""ev_per_token"": -0.1428571428571429, ""is_positive_ev"": false, ""support"": 51}]",AI-Optimal,True,True,
2026-06-28T02:09:29.249798,2,,0,False,"[{""number"": 1, ""token_bet"": 0, ""confidence"": 0.32850211202938473, ""ev_per_token"": -0.34299577594123054, ""is_positive_ev"": false, ""support"": 19}, {""number"": 2, ""token_bet"": 0, ""confidence"": 0.30584141414141414, ""ev_per_token"": -0.08247575757575754, ""is_positive_ev"": false, ""support"": 19}, {""number"": 5, ""token_bet"": 0, ""confidence"": 0.19548631772268138, ""ev_per_token"": 0.1729179063360884, ""is_positive_ev"": false, ""support"": 19}]",Markov,False,True,
2026-06-28T02:10:22.463048,5,,0,False,"[{""number"": 2, ""token_bet"": 0, ""confidence"": 0.38824076054664297, ""ev_per_token"": 0.16472228163992897, ""is_positive_ev"": false, ""support"": 14}, {""number"": 1, ""token_bet"": 0, ""confidence"": 0.3075850861556744, ""ev_per_token"": -0.38482982768865115, ""is_positive_ev"": false, ""support"": 14}, {""number"": 5, ""token_bet"": 0, ""confidence"": 0.1417207961972668, ""ev_per_token"": -0.14967522281639922, ""is_positive_ev"": false, ""support"": 14}]",Markov,False,True,
2026-06-28T02:11:15.622723,10,,0,False,"[{""number"": 1, ""token_bet"": 0, ""confidence"": 0.4985373737373738, ""ev_per_token"": -0.002925252525252442, ""is_positive_ev"": false, ""support"": 7}, {""number"": 8, ""token_bet"": 0, ""confidence"": 0.20840202020202023, ""ev_per_token"": 0.8756181818181821, ""is_positive_ev"": false, ""support"": 7}, {""number"": 2, ""token_bet"": 0, ""confidence"": 0.18501111111111113, ""ev_per_token"": -0.4449666666666666, ""is_positive_ev"": false, ""support"": 7}]",Markov,False,True,
2026-06-28T02:11:20.120752,10,,0,False,"[{""number"": 1, ""token_bet"": 0, ""confidence"": 0.4985373737373738, ""ev_per_token"": -0.002925252525252442, ""is_positive_ev"": false, ""support"": 7}, {""number"": 8, ""token_bet"": 0, ""confidence"": 0.20840202020202023, ""ev_per_token"": 0.8756181818181821, ""is_positive_ev"": false, ""support"": 7}, {""number"": 2, ""token_bet"": 0, ""confidence"": 0.18501111111111113, ""ev_per_token"": -0.4449666666666666, ""is_positive_ev"": false, ""support"": 7}]",Markov,False,True,
